ContentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-7722240000000000000,"Chrome 53 Beta: Shadow DOM, PaymentRequest, and Android autoplay (ID: -7722236679806608274)",Tasting Dagger 2 on Android (ID: 957332268361319692),You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart (ID: 5217724704513784613),StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975),The Importance of Code Reviews (ID: 7534917347133949300),Stackdriver Debugger now works with source code directly in GitHub and Bitbucket (ID: 7434270606888620096)
-7681410000000000000,The End Of Apps As We Know Them - Inside Intercom (ID: -7681408188643141872),An overview of web service solutions in Drupal 8 (ID: 7277161137091492767),Confused by blockchains? Revolution vs Evolution (ID: 2916072977192006313),Brazil's Bank Itaú Joins R3 Blockchain Consortium - CoinDesk (ID: 7933360486658437274),You won't recognize the new world of digital payments without this report (ID: -1622037268576555626),"No, Apple isn't the next BlackBerry - it's the next Microsoft (ID: -3750879736572068916)"
-7660510000000000000,Empresa britânica adota licença remunerada no período menstrual (ID: -7660505434580831027),A importância dos filmes de mulherzinha - Capitolina (ID: 2709926970543371965),#iLookLikeAnEngineer: One Year Later (ID: 6643427232964983922),Mulheres são mais criativas que homens? (ID: 5530820581773167955),Promoting gender equality through emoji �� �� (ID: -5848514031542611523),Criadas para casar (ID: 3170775058142440102)
-7646920000000000000,Using Microservices Architecture as API Enablement Strategy (ID: -7646922141533719881),Arquitetura de Microserviços habilitando APIs - Sensedia (ID: -7113155163062752691),15 minutos sobre Docker (ID: 9175693555063886126),The Best Linux Distros of 2016 (ID: 2280365999288629014),Hype Driven Development (ID: 1873952032843878490),Serverless real-time architecture on AWS: there is a way ! (ID: 2025471325746532174)
-7623500000000000000,"Don't Start Big, Start a Little Snowball (ID: -7623502978685822577)","Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine (ID: 2633209697262372913)",Mobify report reveals impact of mobile website speed (ID: -8950763842769120954),Things you probably didn't know you could do with Chrome's Developer Console (ID: -3040610224044779845),Four Node.js Gotchas that Operations Teams Should Know about - The New Stack (ID: 1649752043999819668),Top 15 Facebook Open Source Projects You Must Know (ID: 7187598944032799890)
-7613990000000000000,CMN regulamenta abertura de conta de depósito por meio eletrônico (ID: -7613994611628693820),Mobile banking conquista o coração dos brasileiros (ID: -8370744479086515302),Nubank começa a testar seu programa de fidelidade - Empresas Tech (ID: -2720012228333470715),Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento (ID: -3850803681204406658),"Say goodbye to traditional customer segmentation "" Banking Technology (ID: -4700714777342103147)",Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão (ID: 5719793245136119929)
-7570650000000000000,The compelling case to replace a 40-year old core system - Chris Skinner's blog (ID: -7570652411388243006),The Drive to Bank on Digital (ID: -667193404227875686),Bradesco lança serviço inédito para estimular o hábito de poupar (ID: 5445999759138709405),A identidade visual de Budapeste para as Olimpíadas de 2024 (ID: -8142426490949346803),Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com (ID: -9019582414165805420),How This Former Google Engineer Is Bringing Blockchain to Banks (ID: 607684800821303652)
-7566970000000000000,Watch Google's AI master the infamously difficult Atari game Montezuma's Revenge (ID: -7566966163569468290),Transfer Style But Not Color (ID: -861913102049789637),"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog (ID: 5962268176939710955)",Google lags behind Amazon and Microsoft's cloud in one important area (ID: -4765711818183276269),Machine Learning Is Redefining The Enterprise In 2016 (ID: 1415230502586719648),Skill swarms - a new way to share expertise and work smarter together - Skillhive (ID: -3400154175330058574)
-7564570000000000000,Programação Reativa Funcional com RxJava (ID: -7564569805639737618),"Incrível, Skype se lembrou que o Linux existe! (ID: -5848755753905481990)",StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975),"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)",Android Mobile Vision restores operation and adds Text API | Android Developers Blog (ID: 2495913984359439198),Android Developers Summer Reading List (ID: -6076367233589223323)
-7553930000000000000,Comercial japonês cria cidade de papel com caneta que conduz eletricidade (ID: -7553931975579248065),One Dollar Board: Um projeto brasileiro para revolucionar a educação (ID: 1441248639512899483),big data = real time (ID: -8340365043226490059),"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro (ID: 8912004903894879756)",Top Programming Languages Trends: The Rise of Big Data (ID: -3780822597455574960),Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs (ID: -7539387928750597096)
-7539390000000000000,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs (ID: -7539387928750597096),Gartner Reprint (ID: -4132331404553626868),One Dollar Board: Um projeto brasileiro para revolucionar a educação (ID: 1441248639512899483),Gartner Reprint (ID: -3959242148361340089),Comparing IoT Platforms: Compare 4 IoT platform for IoT projects (ID: -4336877432539963613),Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets (ID: -4625438649010928449)
-7518370000000000000,My favorite people and resources to learn Android programming from (ID: -7518373517401484139),Post: Just Say mNo to Hungarian Notation (ID: 5008913705695203000),Firebase Test Lab for Android (ID: -1995591062742965408),Advanced Android Espresso (ID: -6654470039478316910),The Importance of Code Reviews (ID: 7534917347133949300),StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975)
-7508060000000000000,Cia. Hering sincroniza diferentes marcas em um único portal de compras (ID: -7508055250504867652),Por que o Walmart não é Walmart no Brasil (ID: -4386371945374980231),"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net (ID: 8289311442635691404)",Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris (ID: 5045927063019110283),From E-Commerce to Web 3.0: Let the Bots Do the Shopping (ID: 8402348887626635381),Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil (ID: -6643406494673362190)
-7492070000000000000,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog (ID: -7492067511846042603)",Migrating from Parse to Bluemix (ID: 2267321579404324900),O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog (ID: -2447632164766022033),Firebase Test Lab for Android (ID: -1995591062742965408),Sam Newman - Backends For Frontends (ID: 5424502143558028097),Post: Just Say mNo to Hungarian Notation (ID: 5008913705695203000)
-7463310000000000000,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce (ID: -7463305179076477879)",2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist (ID: 2822049545552366036),Making open source data more available (ID: 2625883933130361261),The return of the machinery question (ID: 3779639438468810958),"No, Apple isn't the next BlackBerry - it's the next Microsoft (ID: -3750879736572068916)",The barbell effect of machine learning. (ID: 3269302169678465882)
-7423190000000000000,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR (ID: -7423191370472335463)",Top 5 Android Testing Frameworks with Examples (ID: 1768976290984301641),Beyond Progressive Web Apps Part 2: We Need to Know What's New (ID: 7429409096643373334),Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog (ID: 2229625391864201918),Dicas avançadas de ruby (capybara/cucumber) (ID: -8043889175123948305),Sua comunidade de Teste. (ID: 4105873627900556540)
-7399670000000000000,Touch (TV Series 2012-2013) (ID: -7399665664688732365),The AI business landscape (ID: 7395435905985567130),Here's proof that Google is getting serious about battling Facebook in a key area (ID: -7331393944609614247),Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender (ID: 1649085803937938638),"Secret's founder returns with Bold, a Medium for enterprise (ID: 7804826445069770894)",The Physical Web (ID: -538948733779286129)
-7387190000000000000,Angular 2 versus React: There Will Be Blood - Free Code Camp (ID: -7387185690512762935),You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart (ID: 5217724704513784613),Creating Your Code Review Checklist - DaedTech (ID: -8467102776052559275),My favorite people and resources to learn Android programming from (ID: -7518373517401484139),Advanced Android Espresso (ID: -6654470039478316910),The Importance of Code Reviews (ID: 7534917347133949300)
-7342600000000000000,Docker 1.12: Now with Built-in Orchestration! (ID: -7342604649736473979),Why Is Learning Drupal Hard? (ID: 7612428320594238723),"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online (ID: -6843047699859121724)",Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery (ID: 7544768317373280661),Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais (ID: 2103268612948910635),Iniciando com o Docker: Criando suas próprias imagens - Tableless (ID: -3338916066794638254)
-7331390000000000000,Here's proof that Google is getting serious about battling Facebook in a key area (ID: -7331393944609614247),The AI business landscape (ID: 7395435905985567130),Touch (TV Series 2012-2013) (ID: -7399665664688732365),The return of the machinery question (ID: 3779639438468810958),Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender (ID: 1649085803937938638),Text summarization with TensorFlow (ID: 6340108943344143104)
-7294720000000000000,Usando o git add interativo (ID: -7294716554902079523),Sobre o Hipsters Ponto Tech (ID: -7891293130731329672),Listas com RecyclerView - Android Dev BR (ID: -6590819806697898649),Elasticsearch: CSV exporter for Kibana Discover (ID: 980458131533897249),The Ten Commandments of Egoless Programming (ID: -1878128207048892154),Mobify report reveals impact of mobile website speed (ID: -8950763842769120954)
-7264220000000000000,Qual é o valor da área de T&D na sua empresa? (ID: -7264217791213422584),O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil (ID: -4509487968959834430),Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade (ID: -4133169317019898816),Investimentos em coaching e mentoring aumentam nas empresas (ID: -5952729859839521828),4 Reasons Managers Should Spend More Time on Coaching (ID: -8992803137960175254),"Life Coach vs. Therapist, Learn the Difference | Tony Robbins (ID: 7088167897470452815)"
-7217200000000000000,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer (ID: -7217198366041991957),"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção (ID: 2156244701966673186)",The Genderbread Person v3 | It's Pronounced Metrosexual (ID: -5628897645967553681),Netflix emociona com vídeo destacando personagens LGBT (ID: 3998743085432844199),Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos (ID: 3472032465864014134),Introducing Ask a Female Engineer (ID: 1990052153136096105)
-7169260000000000000,Carteira inteligente tem trava biométrica e controle por aplicativo - Gadgets (ID: -7169261479876586557),Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris (ID: 5045927063019110283),Elastic Stack 5.0.0 Released (ID: 5847042211895226591),Chrome OS now has Material Design for the desktop (ID: -9192549002213406534),Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source (ID: -4050006690189978332),Watch Google's AI master the infamously difficult Atari game Montezuma's Revenge (ID: -7566966163569468290)
-7162570000000000000,Chatbots: Are they better without the chat? (ID: -7162567255723313045),O tênue equilíbrio da equipe que desenha produtos digitais (ID: 374352050712569304),#FinTech is all about human-centred design - Chris Skinner's blog (ID: -5193720747719231594),Campus São Paulo: conheça a primeira turma do Programa de Residentes (ID: 39554158227241538),Running GV sprints inside corporates - learn from my mistakes - Sprint Stories (ID: 2857117417189640073),Transforming life insurance with design thinking (ID: 4369833742675497700)
